year,region_code,region_name,gsur,education,sex,age_group,sheet
2010,FRG0,Pays de la Loire,18.2,TOTAL,T,Y15-24,Sheet 1
2011,FRG0,Pays de la Loire,17.6,TOTAL,T,Y15-24,Sheet 1
2012,FRG0,Pays de la Loire,22.2,TOTAL,T,Y15-24,Sheet 1
2013,FRG0,Pays de la Loire,20.8,TOTAL,T,Y15-24,Sheet 1
2014,FRG0,Pays de la Loire,21.3,TOTAL,T,Y15-24,Sheet 1
2015,FRG0,Pays de la Loire,23.7,TOTAL,T,Y15-24,Sheet 1
2016,FRG0,Pays de la Loire,21.7,TOTAL,T,Y15-24,Sheet 1
2017,FRG0,Pays de la Loire,17.8,TOTAL,T,Y15-24,Sheet 1
2018,FRG0,Pays de la Loire,16.5,TOTAL,T,Y15-24,Sheet 1
2019,FRG0,Pays de la Loire,15.9,TOTAL,T,Y15-24,Sheet 1
2020,FRG0,Pays de la Loire,18.0,TOTAL,T,Y15-24,Sheet 1
2021,FRG0,Pays de la Loire,15.9,TOTAL,T,Y15-24,Sheet 1
2022,FRG0,Pays de la Loire,13.9,TOTAL,T,Y15-24,Sheet 1
2023,FRG0,Pays de la Loire,14.3,TOTAL,T,Y15-24,Sheet 1
2024,FRG0,Pays de la Loire,14.7,TOTAL,T,Y15-24,Sheet 1
2007,FRH,Bretagne,14.1,TOTAL,T,Y15-24,Sheet 1
2008,FRH,Bretagne,14.9,TOTAL,T,Y15-24,Sheet 1
2009,FRH,Bretagne,15.7,TOTAL,T,Y15-24,Sheet 1
2010,FRH,Bretagne,19.0,TOTAL,T,Y15-24,Sheet 1
2011,FRH,Bretagne,18.8,TOTAL,T,Y15-24,Sheet 1
2012,FRH,Bretagne,17.9,TOTAL,T,Y15-24,Sheet 1
2013,FRH,Bretagne,19.3,TOTAL,T,Y15-24,Sheet 1
2014,FRH,Bretagne,20.3,TOTAL,T,Y15-24,Sheet 1
2015,FRH,Bretagne,18.7,TOTAL,T,Y15-24,Sheet 1
2016,FRH,Bretagne,20.4,TOTAL,T,Y15-24,Sheet 1
2017,FRH,Bretagne,17.9,TOTAL,T,Y15-24,Sheet 1
2018,FRH,Bretagne,16.3,TOTAL,T,Y15-24,Sheet 1
2019,FRH,Bretagne,15.8,TOTAL,T,Y15-24,Sheet 1
2020,FRH,Bretagne,18.2,TOTAL,T,Y15-24,Sheet 1
2021,FRH,Bretagne,13.1,TOTAL,T,Y15-24,Sheet 1
2022,FRH,Bretagne,18.4,TOTAL,T,Y15-24,Sheet 1
2023,FRH,Bretagne,14.4,TOTAL,T,Y15-24,Sheet 1
2024,FRH,Bretagne,18.6,TOTAL,T,Y15-24,Sheet 1
2007,FRH0,Bretagne,14.1,TOTAL,T,Y15-24,Sheet 1
2008,FRH0,Bretagne,14.9,TOTAL,T,Y15-24,Sheet 1
2009,FRH0,Bretagne,15.7,TOTAL,T,Y15-24,Sheet 1
2010,FRH0,Bretagne,19.0,TOTAL,T,Y15-24,Sheet 1
2011,FRH0,Bretagne,18.8,TOTAL,T,Y15-24,Sheet 1
2012,FRH0,Bretagne,17.9,TOTAL,T,Y15-24,Sheet 1
2013,FRH0,Bretagne,19.3,TOTAL,T,Y15-24,Sheet 1
2014,FRH0,Bretagne,20.3,TOTAL,T,Y15-24,Sheet 1
2015,FRH0,Bretagne,18.7,TOTAL,T,Y15-24,Sheet 1
2016,FRH0,Bretagne,20.4,TOTAL,T,Y15-24,Sheet 1
2017,FRH0,Bretagne,17.9,TOTAL,T,Y15-24,Sheet 1
2018,FRH0,Bretagne,16.3,TOTAL,T,Y15-24,Sheet 1
2019,FRH0,Bretagne,15.8,TOTAL,T,Y15-24,Sheet 1
2020,FRH0,Bretagne,18.2,TOTAL,T,Y15-24,Sheet 1
2021,FRH0,Bretagne,13.1,TOTAL,T,Y15-24,Sheet 1
2022,FRH0,Bretagne,18.4,TOTAL,T,Y15-24,Sheet 1
2023,FRH0,Bretagne,14.4,TOTAL,T,Y15-24,Sheet 1
2024,FRH0,Bretagne,18.6,TOTAL,T,Y15-24,Sheet 1
2007,FRI,Nouvelle-Aquitaine,19.4,TOTAL,T,Y15-24,Sheet 1
2008,FRI,Nouvelle-Aquitaine,19.0,TOTAL,T,Y15-24,Sheet 1
2009,FRI,Nouvelle-Aquitaine,21.6,TOTAL,T,Y15-24,Sheet 1
2010,FRI,Nouvelle-Aquitaine,22.4,TOTAL,T,Y15-24,Sheet 1
2011,FRI,Nouvelle-Aquitaine,23.2,TOTAL,T,Y15-24,Sheet 1
2012,FRI,Nouvelle-Aquitaine,23.5,TOTAL,T,Y15-24,Sheet 1
2013,FRI,Nouvelle-Aquitaine,22.9,TOTAL,T,Y15-24,Sheet 1
2014,FRI,Nouvelle-Aquitaine,24.8,TOTAL,T,Y15-24,Sheet 1
2015,FRI,Nouvelle-Aquitaine,23.5,TOTAL,T,Y15-24,Sheet 1
2016,FRI,Nouvelle-Aquitaine,22.8,TOTAL,T,Y15-24,Sheet 1
2017,FRI,Nouvelle-Aquitaine,24.8,TOTAL,T,Y15-24,Sheet 1
2018,FRI,Nouvelle-Aquitaine,18.4,TOTAL,T,Y15-24,Sheet 1
2019,FRI,Nouvelle-Aquitaine,19.7,TOTAL,T,Y15-24,Sheet 1
2020,FRI,Nouvelle-Aquitaine,21.9,TOTAL,T,Y15-24,Sheet 1
2021,FRI,Nouvelle-Aquitaine,18.2,TOTAL,T,Y15-24,Sheet 1
2022,FRI,Nouvelle-Aquitaine,17.9,TOTAL,T,Y15-24,Sheet 1
2023,FRI,Nouvelle-Aquitaine,17.6,TOTAL,T,Y15-24,Sheet 1
2024,FRI,Nouvelle-Aquitaine,16.2,TOTAL,T,Y15-24,Sheet 1
2007,FRI1,Aquitaine,20.1,TOTAL,T,Y15-24,Sheet 1
2008,FRI1,Aquitaine,20.8,TOTAL,T,Y15-24,Sheet 1
2009,FRI1,Aquitaine,21.9,TOTAL,T,Y15-24,Sheet 1
2010,FRI1,Aquitaine,24.8,TOTAL,T,Y15-24,Sheet 1
2011,FRI1,Aquitaine,24.9,TOTAL,T,Y15-24,Sheet 1
2012,FRI1,Aquitaine,24.7,TOTAL,T,Y15-24,Sheet 1
2013,FRI1,Aquitaine,21.9,TOTAL,T,Y15-24,Sheet 1
2014,FRI1,Aquitaine,23.8,TOTAL,T,Y15-24,Sheet 1
2015,FRI1,Aquitaine,23.1,TOTAL,T,Y15-24,Sheet 1
2016,FRI1,Aquitaine,24.0,TOTAL,T,Y15-24,Sheet 1
2017,FRI1,Aquitaine,27.5,TOTAL,T,Y15-24,Sheet 1
2018,FRI1,Aquitaine,18.8,TOTAL,T,Y15-24,Sheet 1
2019,FRI1,Aquitaine,19.4,TOTAL,T,Y15-24,Sheet 1
2020,FRI1,Aquitaine,17.4,TOTAL,T,Y15-24,Sheet 1
2021,FRI1,Aquitaine,15.7,TOTAL,T,Y15-24,Sheet 1
2022,FRI1,Aquitaine,18.7,TOTAL,T,Y15-24,Sheet 1
2023,FRI1,Aquitaine,17.1,TOTAL,T,Y15-24,Sheet 1
2024,FRI1,Aquitaine,16.3,TOTAL,T,Y15-24,Sheet 1
2007,FRI2,Limousin,,TOTAL,T,Y15-24,Sheet 1
2008,FRI2,Limousin,,TOTAL,T,Y15-24,Sheet 1
2009,FRI2,Limousin,,TOTAL,T,Y15-24,Sheet 1
2010,FRI2,Limousin,18.7,TOTAL,T,Y15-24,Sheet 1
2011,FRI2,Limousin,21.2,TOTAL,T,Y15-24,Sheet 1
2012,FRI2,Limousin,,TOTAL,T,Y15-24,Sheet 1
2013,FRI2,Limousin,16.5,TOTAL,T,Y15-24,Sheet 1
2014,FRI2,Limousin,25.1,TOTAL,T,Y15-24,Sheet 1
2015,FRI2,Limousin,23.5,TOTAL,T,Y15-24,Sheet 1
2016,FRI2,Limousin,14.8,TOTAL,T,Y15-24,Sheet 1
2017,FRI2,Limousin,16.1,TOTAL,T,Y15-24,Sheet 1
2018,FRI2,Limousin,,TOTAL,T,Y15-24,Sheet 1
2019,FRI2,Limousin,,TOTAL,T,Y15-24,Sheet 1
2020,FRI2,Limousin,21.8,TOTAL,T,Y15-24,Sheet 1
2021,FRI2,Limousin,,TOTAL,T,Y15-24,Sheet 1
2022,FRI2,Limousin,16.6,TOTAL,T,Y15-24,Sheet 1
2023,FRI2,Limousin,15.0,TOTAL,T,Y15-24,Sheet 1
2024,FRI2,Limousin,,TOTAL,T,Y15-24,Sheet 1
2007,FRI3,Poitou-Charentes,19.4,TOTAL,T,Y15-24,Sheet 1
2008,FRI3,Poitou-Charentes,18.2,TOTAL,T,Y15-24,Sheet 1
2009,FRI3,Poitou-Charentes,24.4,TOTAL,T,Y15-24,Sheet 1
2010,FRI3,Poitou-Charentes,19.8,TOTAL,T,Y15-24,Sheet 1
2011,FRI3,Poitou-Charentes,21.3,TOTAL,T,Y15-24,Sheet 1
2012,FRI3,Poitou-Charentes,24.1,TOTAL,T,Y15-24,Sheet 1
2013,FRI3,Poitou-Charentes,26.5,TOTAL,T,Y15-24,Sheet 1
2014,FRI3,Poitou-Charentes,26.1,TOTAL,T,Y15-24,Sheet 1
2015,FRI3,Poitou-Charentes,24.1,TOTAL,T,Y15-24,Sheet 1
2016,FRI3,Poitou-Charentes,23.7,TOTAL,T,Y15-24,Sheet 1
2017,FRI3,Poitou-Charentes,23.3,TOTAL,T,Y15-24,Sheet 1
2018,FRI3,Poitou-Charentes,19.4,TOTAL,T,Y15-24,Sheet 1
2019,FRI3,Poitou-Charentes,21.3,TOTAL,T,Y15-24,Sheet 1
2020,FRI3,Poitou-Charentes,31.4,TOTAL,T,Y15-24,Sheet 1
2021,FRI3,Poitou-Charentes,24.9,TOTAL,T,Y15-24,Sheet 1
2022,FRI3,Poitou-Charentes,17.2,TOTAL,T,Y15-24,Sheet 1
2023,FRI3,Poitou-Charentes,19.4,TOTAL,T,Y15-24,Sheet 1
2024,FRI3,Poitou-Charentes,15.6,TOTAL,T,Y15-24,Sheet 1
2007,FRJ,Occitanie,23.3,TOTAL,T,Y15-24,Sheet 1
2008,FRJ,Occitanie,20.3,TOTAL,T,Y15-24,Sheet 1
2009,FRJ,Occitanie,26.5,TOTAL,T,Y15-24,Sheet 1
2010,FRJ,Occitanie,27.3,TOTAL,T,Y15-24,Sheet 1
2011,FRJ,Occitanie,25.3,TOTAL,T,Y15-24,Sheet 1
2012,FRJ,Occitanie,27.9,TOTAL,T,Y15-24,Sheet 1
2013,FRJ,Occitanie,27.5,TOTAL,T,Y15-24,Sheet 1
2014,FRJ,Occitanie,26.6,TOTAL,T,Y15-24,Sheet 1
2015,FRJ,Occitanie,28.0,TOTAL,T,Y15-24,Sheet 1
2016,FRJ,Occitanie,28.3,TOTAL,T,Y15-24,Sheet 1
2017,FRJ,Occitanie,20.2,TOTAL,T,Y15-24,Sheet 1
2018,FRJ,Occitanie,20.6,TOTAL,T,Y15-24,Sheet 1
2019,FRJ,Occitanie,19.2,TOTAL,T,Y15-24,Sheet 1
2020,FRJ,Occitanie,19.3,TOTAL,T,Y15-24,Sheet 1
2021,FRJ,Occitanie,21.1,TOTAL,T,Y15-24,Sheet 1
2022,FRJ,Occitanie,16.4,TOTAL,T,Y15-24,Sheet 1
2023,FRJ,Occitanie,17.1,TOTAL,T,Y15-24,Sheet 1
2024,FRJ,Occitanie,22.0,TOTAL,T,Y15-24,Sheet 1
2007,FRJ1,Languedoc-Roussillon,26.0,TOTAL,T,Y15-24,Sheet 1
2008,FRJ1,Languedoc-Roussillon,26.1,TOTAL,T,Y15-24,Sheet 1
2009,FRJ1,Languedoc-Roussillon,33.7,TOTAL,T,Y15-24,Sheet 1
2010,FRJ1,Languedoc-Roussillon,33.2,TOTAL,T,Y15-24,Sheet 1
2011,FRJ1,Languedoc-Roussillon,29.8,TOTAL,T,Y15-24,Sheet 1
2012,FRJ1,Languedoc-Roussillon,38.2,TOTAL,T,Y15-24,Sheet 1
2013,FRJ1,Languedoc-Roussillon,36.5,TOTAL,T,Y15-24,Sheet 1
2014,FRJ1,Languedoc-Roussillon,31.2,TOTAL,T,Y15-24,Sheet 1
2015,FRJ1,Languedoc-Roussillon,32.6,TOTAL,T,Y15-24,Sheet 1
2016,FRJ1,Languedoc-Roussillon,32.1,TOTAL,T,Y15-24,Sheet 1
2017,FRJ1,Languedoc-Roussillon,26.6,TOTAL,T,Y15-24,Sheet 1
2018,FRJ1,Languedoc-Roussillon,27.4,TOTAL,T,Y15-24,Sheet 1
2019,FRJ1,Languedoc-Roussillon,26.0,TOTAL,T,Y15-24,Sheet 1
2020,FRJ1,Languedoc-Roussillon,29.2,TOTAL,T,Y15-24,Sheet 1
2021,FRJ1,Languedoc-Roussillon,27.6,TOTAL,T,Y15-24,Sheet 1
2022,FRJ1,Languedoc-Roussillon,20.2,TOTAL,T,Y15-24,Sheet 1
2023,FRJ1,Languedoc-Roussillon,19.9,TOTAL,T,Y15-24,Sheet 1
2024,FRJ1,Languedoc-Roussillon,25.0,TOTAL,T,Y15-24,Sheet 1
2007,FRJ2,Midi-Pyrénées,21.3,TOTAL,T,Y15-24,Sheet 1
2008,FRJ2,Midi-Pyrénées,16.1,TOTAL,T,Y15-24,Sheet 1
2009,FRJ2,Midi-Pyrénées,20.7,TOTAL,T,Y15-24,Sheet 1
2010,FRJ2,Midi-Pyrénées,21.9,TOTAL,T,Y15-24,Sheet 1
2011,FRJ2,Midi-Pyrénées,21.3,TOTAL,T,Y15-24,Sheet 1
2012,FRJ2,Midi-Pyrénées,17.7,TOTAL,T,Y15-24,Sheet 1
2013,FRJ2,Midi-Pyrénées,20.5,TOTAL,T,Y15-24,Sheet 1
2014,FRJ2,Midi-Pyrénées,22.7,TOTAL,T,Y15-24,Sheet 1
2015,FRJ2,Midi-Pyrénées,23.4,TOTAL,T,Y15-24,Sheet 1
2016,FRJ2,Midi-Pyrénées,24.4,TOTAL,T,Y15-24,Sheet 1
2017,FRJ2,Midi-Pyrénées,15.0,TOTAL,T,Y15-24,Sheet 1
2018,FRJ2,Midi-Pyrénées,15.9,TOTAL,T,Y15-24,Sheet 1
2019,FRJ2,Midi-Pyrénées,14.4,TOTAL,T,Y15-24,Sheet 1
2020,FRJ2,Midi-Pyrénées,14.5,TOTAL,T,Y15-24,Sheet 1
2021,FRJ2,Midi-Pyrénées,15.7,TOTAL,T,Y15-24,Sheet 1
2022,FRJ2,Midi-Pyrénées,12.7,TOTAL,T,Y15-24,Sheet 1
2023,FRJ2,Midi-Pyrénées,14.4,TOTAL,T,Y15-24,Sheet 1
2024,FRJ2,Midi-Pyrénées,19.3,TOTAL,T,Y15-24,Sheet 1
2007,FRK,Auvergne-Rhône-Alpes,16.5,TOTAL,T,Y15-24,Sheet 1
2008,FRK,Auvergne-Rhône-Alpes,13.5,TOTAL,T,Y15-24,Sheet 1
2009,FRK,Auvergne-Rhône-Alpes,21.1,TOTAL,T,Y15-24,Sheet 1
2010,FRK,Auvergne-Rhône-Alpes,20.2,TOTAL,T,Y15-24,Sheet 1
2011,FRK,Auvergne-Rhône-Alpes,20.2,TOTAL,T,Y15-24,Sheet 1
2012,FRK,Auvergne-Rhône-Alpes,20.9,TOTAL,T,Y15-24,Sheet 1
2013,FRK,Auvergne-Rhône-Alpes,20.3,TOTAL,T,Y15-24,Sheet 1
2014,FRK,Auvergne-Rhône-Alpes,19.7,TOTAL,T,Y15-24,Sheet 1
2015,FRK,Auvergne-Rhône-Alpes,20.2,TOTAL,T,Y15-24,Sheet 1
2016,FRK,Auvergne-Rhône-Alpes,20.3,TOTAL,T,Y15-24,Sheet 1
2017,FRK,Auvergne-Rhône-Alpes,15.7,TOTAL,T,Y15-24,Sheet 1
2018,FRK,Auvergne-Rhône-Alpes,18.8,TOTAL,T,Y15-24,Sheet 1
2019,FRK,Auvergne-Rhône-Alpes,17.7,TOTAL,T,Y15-24,Sheet 1
2020,FRK,Auvergne-Rhône-Alpes,19.0,TOTAL,T,Y15-24,Sheet 1
2021,FRK,Auvergne-Rhône-Alpes,16.8,TOTAL,T,Y15-24,Sheet 1
2022,FRK,Auvergne-Rhône-Alpes,16.2,TOTAL,T,Y15-24,Sheet 1
2023,FRK,Auvergne-Rhône-Alpes,16.0,TOTAL,T,Y15-24,Sheet 1
2024,FRK,Auvergne-Rhône-Alpes,16.4,TOTAL,T,Y15-24,Sheet 1
2007,FRK1,Auvergne,19.3,TOTAL,T,Y15-24,Sheet 1
2008,FRK1,Auvergne,,TOTAL,T,Y15-24,Sheet 1
2009,FRK1,Auvergne,17.0,TOTAL,T,Y15-24,Sheet 1
2010,FRK1,Auvergne,19.5,TOTAL,T,Y15-24,Sheet 1
2011,FRK1,Auvergne,23.3,TOTAL,T,Y15-24,Sheet 1
2012,FRK1,Auvergne,27.6,TOTAL,T,Y15-24,Sheet 1
2013,FRK1,Auvergne,24.7,TOTAL,T,Y15-24,Sheet 1
2014,FRK1,Auvergne,19.5,TOTAL,T,Y15-24,Sheet 1
2015,FRK1,Auvergne,19.3,TOTAL,T,Y15-24,Sheet 1
2016,FRK1,Auvergne,15.0,TOTAL,T,Y15-24,Sheet 1
2017,FRK1,Auvergne,12.4,TOTAL,T,Y15-24,Sheet 1
2018,FRK1,Auvergne,18.6,TOTAL,T,Y15-24,Sheet 1
2019,FRK1,Auvergne,14.6,TOTAL,T,Y15-24,Sheet 1
2020,FRK1,Auvergne,16.1,TOTAL,T,Y15-24,Sheet 1
2021,FRK1,Auvergne,19.3,TOTAL,T,Y15-24,Sheet 1
2022,FRK1,Auvergne,15.7,TOTAL,T,Y15-24,Sheet 1
2023,FRK1,Auvergne,16.7,TOTAL,T,Y15-24,Sheet 1
2024,FRK1,Auvergne,15.6,TOTAL,T,Y15-24,Sheet 1
2007,FRK2,Rhône-Alpes,15.9,TOTAL,T,Y15-24,Sheet 1
2008,FRK2,Rhône-Alpes,14.0,TOTAL,T,Y15-24,Sheet 1
2009,FRK2,Rhône-Alpes,21.8,TOTAL,T,Y15-24,Sheet 1
2010,FRK2,Rhône-Alpes,20.3,TOTAL,T,Y15-24,Sheet 1
2011,FRK2,Rhône-Alpes,19.6,TOTAL,T,Y15-24,Sheet 1
2012,FRK2,Rhône-Alpes,19.4,TOTAL,T,Y15-24,Sheet 1
2013,FRK2,Rhône-Alpes,19.5,TOTAL,T,Y15-24,Sheet 1
2014,FRK2,Rhône-Alpes,19.8,TOTAL,T,Y15-24,Sheet 1
2015,FRK2,Rhône-Alpes,20.3,TOTAL,T,Y15-24,Sheet 1
2016,FRK2,Rhône-Alpes,21.3,TOTAL,T,Y15-24,Sheet 1
2017,FRK2,Rhône-Alpes,16.3,TOTAL,T,Y15-24,Sheet 1
2018,FRK2,Rhône-Alpes,18.8,TOTAL,T,Y15-24,Sheet 1
2019,FRK2,Rhône-Alpes,18.2,TOTAL,T,Y15-24,Sheet 1
2020,FRK2,Rhône-Alpes,19.6,TOTAL,T,Y15-24,Sheet 1
2021,FRK2,Rhône-Alpes,16.3,TOTAL,T,Y15-24,Sheet 1
2022,FRK2,Rhône-Alpes,16.2,TOTAL,T,Y15-24,Sheet 1
2023,FRK2,Rhône-Alpes,15.8,TOTAL,T,Y15-24,Sheet 1
2024,FRK2,Rhône-Alpes,16.6,TOTAL,T,Y15-24,Sheet 1
2007,FRL,Provence-Alpes-Côte d’Azur,19.6,TOTAL,T,Y15-24,Sheet 1
2008,FRL,Provence-Alpes-Côte d’Azur,20.6,TOTAL,T,Y15-24,Sheet 1
2009,FRL,Provence-Alpes-Côte d’Azur,25.2,TOTAL,T,Y15-24,Sheet 1
2010,FRL,Provence-Alpes-Côte d’Azur,23.8,TOTAL,T,Y15-24,Sheet 1
2011,FRL,Provence-Alpes-Côte d’Azur,22.9,TOTAL,T,Y15-24,Sheet 1
2012,FRL,Provence-Alpes-Côte d’Azur,22.2,TOTAL,T,Y15-24,Sheet 1
2013,FRL,Provence-Alpes-Côte d’Azur,24.8,TOTAL,T,Y15-24,Sheet 1
2014,FRL,Provence-Alpes-Côte d’Azur,25.2,TOTAL,T,Y15-24,Sheet 1
2015,FRL,Provence-Alpes-Côte d’Azur,24.1,TOTAL,T,Y15-24,Sheet 1
2016,FRL,Provence-Alpes-Côte d’Azur,23.2,TOTAL,T,Y15-24,Sheet 1
2017,FRL,Provence-Alpes-Côte d’Azur,22.9,TOTAL,T,Y15-24,Sheet 1
2018,FRL,Provence-Alpes-Côte d’Azur,22.2,TOTAL,T,Y15-24,Sheet 1
2019,FRL,Provence-Alpes-Côte d’Azur,20.2,TOTAL,T,Y15-24,Sheet 1
2020,FRL,Provence-Alpes-Côte d’Azur,19.3,TOTAL,T,Y15-24,Sheet 1
2021,FRL,Provence-Alpes-Côte d’Azur,18.9,TOTAL,T,Y15-24,Sheet 1
2022,FRL,Provence-Alpes-Côte d’Azur,17.4,TOTAL,T,Y15-24,Sheet 1
2023,FRL,Provence-Alpes-Côte d’Azur,18.2,TOTAL,T,Y15-24,Sheet 1
2024,FRL,Provence-Alpes-Côte d’Azur,14.1,TOTAL,T,Y15-24,Sheet 1
2007,FRL0,Provence-Alpes-Côte d’Azur,19.6,TOTAL,T,Y15-24,Sheet 1
2008,FRL0,Provence-Alpes-Côte d’Azur,20.6,TOTAL,T,Y15-24,Sheet 1
2009,FRL0,Provence-Alpes-Côte d’Azur,25.2,TOTAL,T,Y15-24,Sheet 1
2010,FRL0,Provence-Alpes-Côte d’Azur,23.8,TOTAL,T,Y15-24,Sheet 1
2011,FRL0,Provence-Alpes-Côte d’Azur,22.9,TOTAL,T,Y15-24,Sheet 1
2012,FRL0,Provence-Alpes-Côte d’Azur,22.2,TOTAL,T,Y15-24,Sheet 1
2013,FRL0,Provence-Alpes-Côte d’Azur,24.8,TOTAL,T,Y15-24,Sheet 1
2014,FRL0,Provence-Alpes-Côte d’Azur,25.2,TOTAL,T,Y15-24,Sheet 1
2015,FRL0,Provence-Alpes-Côte d’Azur,24.1,TOTAL,T,Y15-24,Sheet 1
2016,FRL0,Provence-Alpes-Côte d’Azur,23.2,TOTAL,T,Y15-24,Sheet 1
2017,FRL0,Provence-Alpes-Côte d’Azur,22.9,TOTAL,T,Y15-24,Sheet 1
2018,FRL0,Provence-Alpes-Côte d’Azur,22.2,TOTAL,T,Y15-24,Sheet 1
2019,FRL0,Provence-Alpes-Côte d’Azur,20.2,TOTAL,T,Y15-24,Sheet 1
2020,FRL0,Provence-Alpes-Côte d’Azur,19.3,TOTAL,T,Y15-24,Sheet 1
2021,FRL0,Provence-Alpes-Côte d’Azur,18.9,TOTAL,T,Y15-24,Sheet 1
2022,FRL0,Provence-Alpes-Côte d’Azur,17.4,TOTAL,T,Y15-24,Sheet 1
2023,FRL0,Provence-Alpes-Côte d’Azur,18.2,TOTAL,T,Y15-24,Sheet 1
2024,FRL0,Provence-Alpes-Côte d’Azur,14.1,TOTAL,T,Y15-24,Sheet 1
2007,FRM,Corse,,TOTAL,T,Y15-24,Sheet 1
2008,FRM,Corse,,TOTAL,T,Y15-24,Sheet 1
2009,FRM,Corse,,TOTAL,T,Y15-24,Sheet 1
2010,FRM,Corse,,TOTAL,T,Y15-24,Sheet 1
2011,FRM,Corse,,TOTAL,T,Y15-24,Sheet 1
2012,FRM,Corse,,TOTAL,T,Y15-24,Sheet 1
2013,FRM,Corse,30.1,TOTAL,T,Y15-24,Sheet 1
2014,FRM,Corse,25.1,TOTAL,T,Y15-24,Sheet 1
2015,FRM,Corse,38.6,TOTAL,T,Y15-24,Sheet 1
2016,FRM,Corse,10.6,TOTAL,T,Y15-24,Sheet 1
2017,FRM,Corse,19.0,TOTAL,T,Y15-24,Sheet 1
2018,FRM,Corse,,TOTAL,T,Y15-24,Sheet 1
2019,FRM,Corse,,TOTAL,T,Y15-24,Sheet 1
2020,FRM,Corse,,TOTAL,T,Y15-24,Sheet 1
2021,FRM,Corse,,TOTAL,T,Y15-24,Sheet 1
2022,FRM,Corse,,TOTAL,T,Y15-24,Sheet 1
2023,FRM,Corse,,TOTAL,T,Y15-24,Sheet 1
2024,FRM,Corse,46.0,TOTAL,T,Y15-24,Sheet 1
2007,FRM0,Corse,,TOTAL,T,Y15-24,Sheet 1
2008,FRM0,Corse,,TOTAL,T,Y15-24,Sheet 1
2009,FRM0,Corse,,TOTAL,T,Y15-24,Sheet 1
2010,FRM0,Corse,,TOTAL,T,Y15-24,Sheet 1
2011,FRM0,Corse,,TOTAL,T,Y15-24,Sheet 1
2012,FRM0,Corse,,TOTAL,T,Y15-24,Sheet 1
2013,FRM0,Corse,30.1,TOTAL,T,Y15-24,Sheet 1
2014,FRM0,Corse,25.1,TOTAL,T,Y15-24,Sheet 1
2015,FRM0,Corse,38.6,TOTAL,T,Y15-24,Sheet 1
2016,FRM0,Corse,10.6,TOTAL,T,Y15-24,Sheet 1
2017,FRM0,Corse,19.0,TOTAL,T,Y15-24,Sheet 1
2018,FRM0,Corse,,TOTAL,T,Y15-24,Sheet 1
2019,FRM0,Corse,,TOTAL,T,Y15-24,Sheet 1
2020,FRM0,Corse,,TOTAL,T,Y15-24,Sheet 1
2021,FRM0,Corse,,TOTAL,T,Y15-24,Sheet 1
2022,FRM0,Corse,,TOTAL,T,Y15-24,Sheet 1
2023,FRM0,Corse,,TOTAL,T,Y15-24,Sheet 1
2024,FRM0,Corse,46.0,TOTAL,T,Y15-24,Sheet 1
2007,FRY,RUP FR — Régions Ultrapériphériques Françaises,46.9,TOTAL,T,Y15-24,Sheet 1
2008,FRY,RUP FR — Régions Ultrapériphériques Françaises,48.1,TOTAL,T,Y15-24,Sheet 1
2009,FRY,RUP FR — Régions Ultrapériphériques Françaises,51.2,TOTAL,T,Y15-24,Sheet 1
2010,FRY,RUP FR — Régions Ultrapériphériques Françaises,54.2,TOTAL,T,Y15-24,Sheet 1
2011,FRY,RUP FR — Régions Ultrapériphériques Françaises,56.2,TOTAL,T,Y15-24,Sheet 1
2012,FRY,RUP FR — Régions Ultrapériphériques Françaises,53.9,TOTAL,T,Y15-24,Sheet 1
2013,FRY,RUP FR — Régions Ultrapériphériques Françaises,56.9,TOTAL,T,Y15-24,Sheet 1
2014,FRY,RUP FR — Régions Ultrapériphériques Françaises,52.1,TOTAL,T,Y15-24,Sheet 1
2015,FRY,RUP FR — Régions Ultrapériphériques Françaises,50.7,TOTAL,T,Y15-24,Sheet 1
2016,FRY,RUP FR — Régions Ultrapériphériques Françaises,45.7,TOTAL,T,Y15-24,Sheet 1
2017,FRY,RUP FR — Régions Ultrapériphériques Françaises,49.2,TOTAL,T,Y15-24,Sheet 1
2018,FRY,RUP FR — Régions Ultrapériphériques Françaises,50.2,TOTAL,T,Y15-24,Sheet 1
2019,FRY,RUP FR — Régions Ultrapériphériques Françaises,46.9,TOTAL,T,Y15-24,Sheet 1
2020,FRY,RUP FR — Régions Ultrapériphériques Françaises,41.3,TOTAL,T,Y15-24,Sheet 1
2021,FRY,RUP FR — Régions Ultrapériphériques Françaises,38.6,TOTAL,T,Y15-24,Sheet 1
2022,FRY,RUP FR — Régions Ultrapériphériques Françaises,39.9,TOTAL,T,Y15-24,Sheet 1
2023,FRY,RUP FR — Régions Ultrapériphériques Françaises,36.8,TOTAL,T,Y15-24,Sheet 1
2024,FRY,RUP FR — Régions Ultrapériphériques Françaises,36.0,TOTAL,T,Y15-24,Sheet 1
2007,FRY1,Guadeloupe,53.3,TOTAL,T,Y15-24,Sheet 1
2008,FRY1,Guadeloupe,51.7,TOTAL,T,Y15-24,Sheet 1
2009,FRY1,Guadeloupe,59.3,TOTAL,T,Y15-24,Sheet 1
2010,FRY1,Guadeloupe,55.1,TOTAL,T,Y15-24,Sheet 1
2011,FRY1,Guadeloupe,53.2,TOTAL,T,Y15-24,Sheet 1
2012,FRY1,Guadeloupe,53.0,TOTAL,T,Y15-24,Sheet 1
